equipment_id,days_since_maintenance,total_usage_hours,avg_daily_usage,procedure_count,needs_maintenance_soon
EQ0001,16,19.233333333333334,1.2020833333333334,10,True
EQ0001,8,22.45,2.80625,10,True
EQ0001,8,6.0,0.75,2,True
EQ0001,9,23.516666666666666,2.6129629629629627,8,True
EQ0001,9,22.95,2.55,9,True
EQ0001,8,11.616666666666667,1.4520833333333334,5,True
EQ0001,4,9.05,2.2625,4,True
EQ0001,17,14.533333333333333,0.8549019607843137,8,True
EQ0001,13,21.15,1.626923076923077,8,True
EQ0001,6,22.033333333333335,3.6722222222222225,11,True
EQ0001,10,12.116666666666667,1.2116666666666667,7,True
EQ0001,9,23.65,2.6277777777777778,9,True
EQ0001,15,38.983333333333334,2.598888888888889,17,True
EQ0001,1,0.6166666666666667,0.6166666666666667,1,True
EQ0001,9,19.65,2.183333333333333,8,True
EQ0001,6,10.366666666666667,1.7277777777777779,5,True
EQ0001,7,22.533333333333335,3.219047619047619,8,True
EQ0001,2,6.25,3.125,3,True
EQ0001,8,14.016666666666667,1.7520833333333334,7,True
EQ0001,19,28.316666666666666,1.4903508771929825,14,True
EQ0001,5,8.616666666666667,1.7233333333333334,4,True
EQ0001,9,15.666666666666666,1.7407407407407407,6,True
EQ0001,9,15.783333333333333,1.7537037037037038,5,True
EQ0001,8,23.916666666666668,2.9895833333333335,10,True
EQ0001,12,14.483333333333333,1.2069444444444444,7,True
EQ0001,13,30.033333333333335,2.3102564102564105,12,True
EQ0001,4,3.65,0.9125,2,True
EQ0001,12,17.833333333333332,1.486111111111111,8,True
EQ0001,7,17.366666666666667,2.480952380952381,6,True
EQ0001,14,17.7,1.2642857142857142,9,True
EQ0001,3,10.383333333333333,3.461111111111111,5,True
EQ0001,13,14.75,1.1346153846153846,6,True
EQ0001,11,16.083333333333332,1.462121212121212,10,True
EQ0001,7,13.716666666666667,1.9595238095238094,8,True
EQ0001,11,20.666666666666668,1.878787878787879,10,True
EQ0001,10,12.15,1.215,6,True
EQ0001,9,8.433333333333334,0.9370370370370371,4,True
EQ0001,8,18.4,2.3,7,True
EQ0001,10,28.616666666666667,2.861666666666667,13,True
EQ0001,6,19.7,3.283333333333333,8,True
EQ0001,7,20.95,2.992857142857143,9,True
EQ0001,16,32.6,2.0375,11,True
EQ0001,8,15.466666666666667,1.9333333333333333,7,True
EQ0001,8,5.516666666666667,0.6895833333333333,3,True
EQ0001,21,21.683333333333334,1.0325396825396826,9,True
EQ0001,18,19.1,1.0611111111111111,9,True
EQ0001,6,20.116666666666667,3.352777777777778,7,True
EQ0001,3,4.666666666666667,1.5555555555555556,2,True
EQ0001,15,19.45,1.2966666666666666,9,True
EQ0001,11,18.05,1.6409090909090909,10,True
EQ0001,5,12.216666666666667,2.4433333333333334,5,True
EQ0001,14,13.533333333333333,0.9666666666666667,6,True
EQ0001,11,29.95,2.7227272727272727,13,True
EQ0001,6,8.033333333333333,1.3388888888888888,5,True
EQ0001,5,11.35,2.27,4,True
EQ0001,6,13.05,2.1750000000000003,7,True
EQ0001,10,16.733333333333334,1.6733333333333333,9,True
EQ0001,26,19.116666666666667,0.7352564102564103,13,True
EQ0001,15,28.683333333333334,1.9122222222222223,13,True
EQ0001,2,6.85,3.425,2,True
EQ0001,3,13.583333333333334,4.527777777777778,5,True
EQ0001,16,30.333333333333332,1.8958333333333333,12,True
EQ0001,1,5.966666666666667,5.966666666666667,3,True
EQ0001,5,6.016666666666667,1.2033333333333334,2,True
EQ0001,21,27.333333333333332,1.3015873015873016,12,True
EQ0001,12,21.116666666666667,1.7597222222222222,9,True
EQ0001,9,9.95,1.1055555555555554,4,True
EQ0001,11,16.833333333333332,1.5303030303030303,7,True
EQ0001,13,15.4,1.1846153846153846,6,True
EQ0001,8,12.1,1.5125,6,True
EQ0001,679,4.9,0.007216494845360825,3,True
EQ0002,5,9.5,1.9,3,True
EQ0002,7,24.833333333333332,3.5476190476190474,10,True
EQ0002,3,14.116666666666667,4.705555555555556,6,True
EQ0002,5,16.033333333333335,3.206666666666667,7,True
EQ0002,8,17.05,2.13125,9,True
EQ0002,5,10.916666666666666,2.183333333333333,6,True
EQ0002,13,18.133333333333333,1.3948717948717948,9,True
EQ0002,12,14.716666666666667,1.226388888888889,7,True
EQ0002,10,19.816666666666666,1.9816666666666667,9,True
EQ0002,15,24.533333333333335,1.6355555555555557,12,True
EQ0002,5,14.75,2.95,6,True
EQ0002,4,13.15,3.2875,6,True
EQ0002,17,36.36666666666667,2.1392156862745098,16,True
EQ0002,0,3.2,3.2,1,True
EQ0002,14,21.883333333333333,1.563095238095238,9,True
EQ0002,5,7.25,1.45,3,True
EQ0002,9,20.816666666666666,2.312962962962963,10,True
EQ0002,7,14.083333333333334,2.011904761904762,7,True
EQ0002,11,29.9,2.7181818181818183,11,True
EQ0002,3,2.7666666666666666,0.9222222222222222,1,True
EQ0002,17,28.733333333333334,1.6901960784313725,14,True
EQ0002,5,7.983333333333333,1.5966666666666667,3,True
EQ0002,6,12.483333333333333,2.0805555555555553,6,True
EQ0002,11,24.05,2.1863636363636365,13,True
EQ0002,8,12.7,1.5875,5,True
EQ0002,7,32.06666666666667,4.5809523809523816,14,True
EQ0002,3,10.183333333333334,3.3944444444444444,5,True
EQ0002,7,15.4,2.2,6,True
EQ0002,3,6.6,2.1999999999999997,3,True
EQ0002,5,16.116666666666667,3.2233333333333336,7,True
EQ0002,9,14.2,1.5777777777777777,7,True
EQ0002,12,36.166666666666664,3.013888888888889,16,True
EQ0002,0,1.6,1.6,1,True
EQ0002,8,16.783333333333335,2.097916666666667,7,True
EQ0002,4,11.416666666666666,2.8541666666666665,5,True
EQ0002,5,3.15,0.63,2,True
EQ0002,12,21.116666666666667,1.7597222222222222,9,True
EQ0002,6,14.566666666666666,2.4277777777777776,7,True
EQ0002,7,11.6,1.657142857142857,5,True
EQ0002,15,15.433333333333334,1.028888888888889,8,True
EQ0002,9,14.1,1.5666666666666667,7,True
EQ0002,10,21.483333333333334,2.1483333333333334,10,True
EQ0002,10,10.816666666666666,1.0816666666666666,5,True
EQ0002,8,32.166666666666664,4.020833333333333,13,True
EQ0002,4,8.116666666666667,2.029166666666667,4,True
EQ0002,7,9.966666666666667,1.4238095238095239,5,True
EQ0002,9,20.3,2.2555555555555555,9,True
EQ0002,5,16.983333333333334,3.396666666666667,9,True
EQ0002,14,25.933333333333334,1.8523809523809525,12,True
EQ0002,4,22.0,5.5,9,True
EQ0002,3,6.733333333333333,2.2444444444444445,3,True
EQ0002,7,20.433333333333334,2.919047619047619,9,True
EQ0002,11,24.35,2.213636363636364,8,True
EQ0002,1,3.8666666666666667,3.8666666666666667,2,True
EQ0002,15,33.95,2.2633333333333336,14,True
EQ0002,5,19.633333333333333,3.9266666666666667,8,True
EQ0002,4,7.183333333333334,1.7958333333333334,3,True
EQ0002,10,16.066666666666666,1.6066666666666667,8,True
EQ0002,10,21.4,2.1399999999999997,12,True
EQ0002,7,24.083333333333332,3.4404761904761902,9,True
EQ0002,5,13.916666666666666,2.783333333333333,6,True
EQ0002,10,19.033333333333335,1.9033333333333335,7,True
EQ0002,7,13.383333333333333,1.9119047619047618,6,True
EQ0002,6,9.883333333333333,1.6472222222222221,6,True
EQ0002,9,12.916666666666666,1.4351851851851851,7,True
EQ0002,14,25.583333333333332,1.8273809523809523,11,True
EQ0002,9,13.983333333333333,1.5537037037037036,6,True
EQ0002,10,29.0,2.9,14,True
EQ0002,3,1.9833333333333334,0.6611111111111111,1,True
EQ0002,15,24.666666666666668,1.6444444444444446,11,True
EQ0002,4,8.566666666666666,2.1416666666666666,5,True
EQ0002,5,19.85,3.97,8,True
EQ0002,13,16.2,1.2461538461538462,7,True
EQ0002,11,22.483333333333334,2.043939393939394,9,True
EQ0002,4,18.266666666666666,4.566666666666666,6,True
EQ0002,5,11.516666666666667,2.3033333333333337,5,True
EQ0002,6,20.0,3.3333333333333335,7,True
EQ0002,9,19.15,2.1277777777777778,8,True
EQ0002,8,11.75,1.46875,5,True
EQ0002,9,23.183333333333334,2.575925925925926,11,True
EQ0002,8,6.533333333333333,0.8166666666666667,5,True
EQ0002,6,13.333333333333334,2.2222222222222223,6,True
EQ0002,5,13.816666666666666,2.763333333333333,5,True
EQ0002,10,22.55,2.255,12,True
EQ0002,15,30.416666666666668,2.0277777777777777,15,True
EQ0002,1,6.266666666666667,6.266666666666667,3,True
EQ0002,10,12.566666666666666,1.2566666666666666,6,True
EQ0003,4,11.633333333333333,2.908333333333333,6,True
EQ0003,11,28.733333333333334,2.6121212121212123,13,True
EQ0003,4,2.933333333333333,0.7333333333333333,3,True
EQ0003,7,23.15,3.307142857142857,10,True
EQ0003,2,5.033333333333333,2.5166666666666666,3,True
EQ0003,5,17.383333333333333,3.4766666666666666,9,True
EQ0003,8,29.683333333333334,3.7104166666666667,13,True
EQ0003,7,17.266666666666666,2.4666666666666663,8,True
EQ0003,4,8.883333333333333,2.220833333333333,5,True
EQ0003,7,12.8,1.8285714285714287,5,True
EQ0003,10,22.783333333333335,2.2783333333333333,11,True
EQ0003,9,16.8,1.8666666666666667,8,True
EQ0003,7,9.55,1.3642857142857143,4,True
EQ0003,10,13.816666666666666,1.3816666666666666,7,True
EQ0003,7,13.1,1.8714285714285714,5,True
EQ0003,11,42.7,3.8818181818181823,18,True
EQ0003,2,5.0,2.5,2,True
EQ0003,7,21.933333333333334,3.1333333333333333,10,True
EQ0003,6,24.633333333333333,4.105555555555555,10,True
EQ0003,3,15.766666666666667,5.2555555555555555,6,True
EQ0003,11,37.68333333333333,3.4257575757575753,16,True
EQ0003,1,3.1166666666666667,3.1166666666666667,1,True
EQ0003,2,6.083333333333333,3.0416666666666665,2,True
EQ0003,8,23.033333333333335,2.879166666666667,8,True
EQ0003,9,17.116666666666667,1.901851851851852,8,True
EQ0003,8,19.7,2.4625,9,True
EQ0003,7,22.65,3.2357142857142853,10,True
EQ0003,9,28.316666666666666,3.1462962962962964,11,True
EQ0003,4,4.733333333333333,1.1833333333333333,2,True
EQ0003,7,17.7,2.5285714285714285,7,True
EQ0003,6,27.1,4.516666666666667,11,True
EQ0003,11,15.466666666666667,1.406060606060606,9,True
EQ0003,10,11.766666666666667,1.1766666666666667,6,True
EQ0003,12,18.066666666666666,1.5055555555555555,10,True
EQ0003,15,26.283333333333335,1.7522222222222223,14,True
EQ0003,5,17.55,3.5100000000000002,8,True
EQ0003,3,8.833333333333334,2.9444444444444446,5,True
EQ0003,6,15.183333333333334,2.5305555555555554,7,True
EQ0003,5,24.233333333333334,4.846666666666667,10,True
EQ0003,5,16.2,3.2399999999999998,8,True
EQ0003,2,2.9833333333333334,1.4916666666666667,1,True
EQ0003,9,10.35,1.15,4,True
EQ0003,8,20.2,2.525,10,True
EQ0003,8,13.5,1.6875,7,True
EQ0003,12,22.083333333333332,1.8402777777777777,11,True
EQ0003,7,18.483333333333334,2.6404761904761904,8,True
EQ0003,8,28.75,3.59375,11,True
EQ0003,2,4.683333333333334,2.341666666666667,2,True
EQ0003,7,7.6,1.0857142857142856,3,True
EQ0003,8,21.966666666666665,2.745833333333333,10,True
EQ0003,15,22.983333333333334,1.5322222222222224,14,True
EQ0003,4,11.75,2.9375,4,True
EQ0003,10,14.033333333333333,1.4033333333333333,5,True
EQ0003,7,8.683333333333334,1.2404761904761905,4,True
EQ0003,11,21.933333333333334,1.993939393939394,14,True
EQ0003,9,25.933333333333334,2.8814814814814813,12,True
EQ0003,1,5.7,5.7,3,True
EQ0003,4,12.45,3.1125,6,True
EQ0003,11,14.233333333333333,1.293939393939394,7,True
EQ0003,6,15.333333333333334,2.555555555555556,6,True
EQ0003,6,18.883333333333333,3.147222222222222,9,True
EQ0003,7,24.683333333333334,3.526190476190476,10,True
EQ0003,8,12.166666666666666,1.5208333333333333,8,True
EQ0003,5,13.966666666666667,2.7933333333333334,8,True
EQ0003,4,14.566666666666666,3.6416666666666666,6,True
EQ0003,13,24.016666666666666,1.8474358974358973,10,True
EQ0003,6,19.733333333333334,3.288888888888889,10,True
EQ0003,9,29.35,3.261111111111111,12,True
EQ0003,1,1.8,1.8,1,True
EQ0003,9,21.766666666666666,2.4185185185185185,9,True
EQ0003,3,9.283333333333333,3.0944444444444446,4,True
EQ0003,7,21.383333333333333,3.0547619047619046,11,True
EQ0003,9,9.85,1.0944444444444443,6,True
EQ0003,6,26.933333333333334,4.488888888888889,13,True
EQ0003,3,14.866666666666667,4.955555555555556,6,True
EQ0003,5,27.0,5.4,10,True
EQ0003,5,18.383333333333333,3.6766666666666667,9,True
EQ0003,6,3.15,0.525,2,True
EQ0003,5,6.966666666666667,1.3933333333333333,4,True
EQ0003,9,17.833333333333332,1.9814814814814814,8,True
EQ0003,11,17.783333333333335,1.616666666666667,8,True
EQ0003,8,23.15,2.89375,11,True
EQ0003,2,0.9166666666666666,0.4583333333333333,1,True
EQ0003,9,24.05,2.6722222222222225,9,True
EQ0003,7,16.666666666666668,2.380952380952381,5,True
EQ0003,17,25.7,1.511764705882353,11,True
EQ0003,6,12.65,2.1083333333333334,5,True
EQ0003,6,13.8,2.3000000000000003,8,True
EQ0003,12,27.466666666666665,2.2888888888888888,12,True
EQ0003,2,3.9833333333333334,1.9916666666666667,1,True
EQ0003,14,29.75,2.125,15,True
EQ0003,4,11.833333333333334,2.9583333333333335,4,True
EQ0003,2,9.466666666666667,4.733333333333333,4,True
EQ0003,6,21.883333333333333,3.647222222222222,9,True
EQ0003,9,35.416666666666664,3.935185185185185,16,True
EQ0003,1,0.6333333333333333,0.6333333333333333,1,True
EQ0003,8,25.183333333333334,3.1479166666666667,9,True
EQ0004,29,19.783333333333335,0.6821839080459771,8,True
EQ0004,8,20.9,2.6125,10,True
EQ0004,12,12.0,1.0,5,True
EQ0004,16,22.9,1.43125,11,True
EQ0004,15,15.633333333333333,1.0422222222222222,6,True
EQ0004,3,15.566666666666666,5.188888888888889,6,True
EQ0004,11,17.433333333333334,1.584848484848485,8,True
EQ0004,20,18.583333333333332,0.9291666666666666,8,True
EQ0004,17,25.633333333333333,1.507843137254902,10,True
EQ0004,8,19.333333333333332,2.4166666666666665,7,True
EQ0004,6,15.433333333333334,2.5722222222222224,6,True
EQ0004,12,11.5,0.9583333333333334,5,True
EQ0004,12,23.45,1.9541666666666666,9,True
EQ0004,9,10.85,1.2055555555555555,6,True
EQ0004,21,19.95,0.95,9,True
EQ0004,9,22.066666666666666,2.4518518518518517,11,True
EQ0004,6,19.583333333333332,3.263888888888889,7,True
EQ0004,2,7.616666666666666,3.808333333333333,4,True
EQ0004,17,17.116666666666667,1.0068627450980392,9,True
EQ0004,23,23.083333333333332,1.0036231884057971,8,True
EQ0004,24,27.55,1.1479166666666667,12,True
EQ0004,11,17.083333333333332,1.553030303030303,9,True
EQ0004,18,14.65,0.8138888888888889,6,True
EQ0004,13,24.066666666666666,1.8512820512820514,11,True
EQ0004,25,21.933333333333334,0.8773333333333333,11,True
EQ0004,9,13.283333333333333,1.4759259259259259,5,True
EQ0004,16,16.633333333333333,1.0395833333333333,7,True
EQ0004,15,17.866666666666667,1.1911111111111112,7,True
EQ0004,20,20.783333333333335,1.0391666666666668,9,True
EQ0004,7,20.45,2.9214285714285713,8,True
EQ0004,8,13.083333333333334,1.6354166666666667,8,True
EQ0004,9,16.816666666666666,1.8685185185185185,9,True
EQ0004,9,19.383333333333333,2.1537037037037035,8,True
EQ0004,9,9.8,1.088888888888889,6,True
EQ0004,11,9.366666666666667,0.8515151515151516,3,True
EQ0004,23,21.583333333333332,0.9384057971014492,8,True
EQ0004,8,16.083333333333332,2.0104166666666665,8,True
EQ0004,16,22.95,1.434375,12,True
EQ0004,6,9.266666666666667,1.5444444444444445,5,True
EQ0004,10,23.85,2.3850000000000002,8,True
EQ0004,9,7.583333333333333,0.8425925925925926,4,True
EQ0004,10,20.516666666666666,2.0516666666666667,8,True
EQ0004,17,25.916666666666668,1.5245098039215688,11,True
EQ0004,17,5.966666666666667,0.3509803921568628,4,True
EQ0004,12,20.266666666666666,1.6888888888888889,13,True
EQ0004,6,8.8,1.4666666666666668,3,True
EQ0004,16,33.483333333333334,2.0927083333333334,14,True
EQ0004,19,21.266666666666666,1.119298245614035,7,True
EQ0004,18,22.55,1.2527777777777778,11,True
EQ0004,12,12.866666666666667,1.0722222222222222,5,True
EQ0004,15,24.866666666666667,1.6577777777777778,13,True
EQ0004,16,14.066666666666666,0.8791666666666667,7,True
EQ0005,6,20.55,3.4250000000000003,10,True
EQ0005,3,6.816666666666666,2.272222222222222,2,True
EQ0005,4,8.633333333333333,2.158333333333333,4,True
EQ0005,12,23.066666666666666,1.9222222222222223,9,True
EQ0005,7,24.783333333333335,3.5404761904761908,10,True
EQ0005,2,2.0166666666666666,1.0083333333333333,1,True
EQ0005,4,12.65,3.1625,5,True
EQ0005,9,23.683333333333334,2.6314814814814813,9,True
EQ0005,7,16.933333333333334,2.419047619047619,8,True
EQ0005,10,23.233333333333334,2.3233333333333333,11,True
EQ0005,2,8.8,4.4,3,True
EQ0005,10,34.43333333333333,3.443333333333333,12,True
EQ0005,2,9.95,4.975,4,True
EQ0005,3,11.65,3.8833333333333333,5,True
EQ0005,11,29.266666666666666,2.6606060606060606,13,True
EQ0005,3,6.766666666666667,2.2555555555555555,3,True
EQ0005,4,10.816666666666666,2.7041666666666666,4,True
EQ0005,11,26.366666666666667,2.396969696969697,13,True
EQ0005,7,27.866666666666667,3.980952380952381,16,True
EQ0005,3,10.266666666666667,3.4222222222222225,4,True
EQ0005,4,13.7,3.425,6,True
EQ0005,0,0.6166666666666667,0.6166666666666667,1,True
EQ0005,7,21.4,3.057142857142857,10,True
EQ0005,5,19.883333333333333,3.9766666666666666,10,True
EQ0005,4,11.8,2.95,5,True
EQ0005,4,9.516666666666667,2.379166666666667,6,True
EQ0005,9,23.8,2.6444444444444444,10,True
EQ0005,3,10.516666666666667,3.505555555555556,4,True
EQ0005,8,32.516666666666666,4.064583333333333,12,True
EQ0005,2,12.783333333333333,6.391666666666667,5,True
EQ0005,3,14.05,4.683333333333334,7,True
EQ0005,5,13.6,2.7199999999999998,5,True
EQ0005,7,25.816666666666666,3.688095238095238,12,True
EQ0005,3,9.883333333333333,3.2944444444444443,4,True
EQ0005,2,19.9,9.95,7,True
EQ0005,7,14.95,2.1357142857142857,6,True
EQ0005,13,27.833333333333332,2.141025641025641,14,True
EQ0005,10,14.316666666666666,1.4316666666666666,8,True
EQ0005,6,13.75,2.2916666666666665,7,True
EQ0005,1,5.15,5.15,2,True
EQ0005,13,29.45,2.2653846153846153,13,True
EQ0005,10,34.46666666666667,3.4466666666666668,17,True
EQ0005,6,18.183333333333334,3.0305555555555554,7,True
EQ0005,3,7.566666666666666,2.522222222222222,3,True
EQ0005,15,10.133333333333333,0.6755555555555556,6,True
EQ0005,6,19.983333333333334,3.3305555555555557,9,True
EQ0005,8,10.716666666666667,1.3395833333333333,6,True
EQ0005,13,30.616666666666667,2.355128205128205,14,True
EQ0005,4,1.9166666666666667,0.4791666666666667,1,True
EQ0005,5,22.366666666666667,4.473333333333334,11,True
EQ0005,11,30.516666666666666,2.774242424242424,14,True
EQ0005,1,0.7,0.7,1,True
EQ0005,14,27.166666666666668,1.9404761904761905,13,True
EQ0005,2,12.05,6.025,5,True
EQ0005,5,15.5,3.1,7,True
EQ0005,4,15.4,3.85,6,True
EQ0005,11,32.166666666666664,2.924242424242424,14,True
EQ0005,5,16.483333333333334,3.296666666666667,7,True
EQ0005,4,13.466666666666667,3.3666666666666667,5,True
EQ0005,14,27.366666666666667,1.9547619047619047,11,True
EQ0005,3,9.6,3.1999999999999997,5,True
EQ0005,11,26.333333333333332,2.393939393939394,12,True
EQ0005,8,19.516666666666666,2.439583333333333,12,True
EQ0005,6,23.166666666666668,3.861111111111111,10,True
EQ0005,4,13.233333333333333,3.308333333333333,7,True
EQ0005,4,8.966666666666667,2.2416666666666667,5,True
EQ0005,8,23.166666666666668,2.8958333333333335,10,True
EQ0005,3,7.4,2.466666666666667,4,True
EQ0005,6,15.65,2.6083333333333334,7,True
